char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status
髃,U+9AC3,8002,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1219,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
镮,U+956E,8003,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1902,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
酂,U+9142,8005,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,834,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
馧,U+99A7,8006,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,935,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
簠,U+7C20,8007,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1568,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
簝,U+7C1D,8008,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1565,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
簰,U+7C30,8009,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1584,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鼫,U+9F2B,8010,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,299,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
臑,U+81D1,8013,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,977,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䲢,U+4CA2,8014,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鳒,U+9CD2,8016,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1746,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鹯,U+9E6F,8018,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,111,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
癗,U+7657,8019,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,87,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𦒍,U+2648D,8020,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
旞,U+65DE,8021,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,2014,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翷,U+7FF7,8022,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,503,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
冁,U+5181,8023,radical_resolution_blocked,requires_component_to_radical_policy_review,Approved radical label is a component or stroke-like form that is not safely mapped to a CNBE32 radix yet.,丷,18,左右,3,present,True,897,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䎖,U+4396,8024,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瀔,U+7014,8025,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,532,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瀍,U+700D,8026,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,525,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瀌,U+700C,8027,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,524,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
襜,U+895C,8028,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,860,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䴙,U+4D19,8029,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬙊,U+2C64A,8030,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嚭,U+56AD,8031,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,173,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㰀,U+3C00,8032,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鬷,U+9B37,8033,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1335,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蠋,U+880B,8036,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,523,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翾,U+7FFE,8037,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,510,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
儳,U+5133,8039,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,819,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
儴,U+5134,8040,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,820,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬶭,U+2CDAD,8042,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𩾌,U+29F8C,8043,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鳚,U+9CDA,8044,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1754,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鳛,U+9CDB,8045,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1755,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
麑,U+9E91,8046,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,145,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
麖,U+9E96,8047,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,150,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嬿,U+5B3F,8050,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1343,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
欂,U+6B02,8053,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1282,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
甗,U+7517,8056,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1815,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𨟠,U+287E0,8057,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
巇,U+5DC7,8058,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1991,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
酅,U+9145,8059,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,837,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
髎,U+9ACE,8060,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1230,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
犨,U+72A8,8061,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1192,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬶮,U+2CDAE,8062,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𨭉,U+28B49,8063,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㸌,U+3E0C,8064,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
爔,U+7214,8065,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1044,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瀱,U+7031,8066,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,561,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瀼,U+703C,8068,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,572,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
孅,U+5B45,8071,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1349,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬙋,U+2C64B,8073,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
耰,U+8030,8074,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,560,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𤫉,U+24AC9,8075,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
